!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Tue Mar 03 02:15:23 2026

BEGIN CH1_DATA
Frequency(Hz), Cs(F)-data, Rs(Ohm)-data
+2.00000000000e+001, +1.64478658332e-009, +2.66773759106e+008
+4.00000000000e+001, -4.65566773455e-010, +2.79483255663e+007
+6.00000000000e+001, +5.66368188351e-010, +9.56047992555e+006
+8.00000000000e+001, -1.66288969987e-009, -9.71462969961e+007
+1.00000000000e+002, -2.86176449695e-010, -1.23830966843e+007
END
