!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Tue Mar 03 02:14:53 2026

BEGIN CH1_DATA
Frequency(Hz), Cs(F)-data, Rs(Ohm)-data
+2.00000000000e+001, +6.20746354733e-011, +2.30797774655e+008
+4.00000000000e+001, +1.18053536266e-010, +1.72961529759e+007
+6.00000000000e+001, +2.31488102801e-010, +1.04097815859e+007
+8.00000000000e+001, -1.56619853730e-011, -4.22106861411e+007
+1.00000000000e+002, +1.25077501307e-011, +1.96548172807e+007
END
