!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Tue Mar 03 02:21:43 2026

BEGIN CH1_DATA
Frequency(Hz), Cs(F)-data, Rs(Ohm)-data
+2.00000000000e+001, +4.19215821705e-011, +6.01694266538e+007
+4.00000000000e+001, +6.84759394560e-010, +1.77537905872e+005
+6.00000000000e+001, +4.53261408212e-010, -3.31082418648e+006
+8.00000000000e+001, +3.48019427002e-010, +2.51254109181e+007
+1.00000000000e+002, +2.53804576328e-010, +1.19590808155e+007
END
