!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Tue Mar 03 02:18:33 2026

BEGIN CH1_DATA
Frequency(Hz), Cs(F)-data, Rs(Ohm)-data
+2.00000000000e+001, +2.31533578769e-011, -1.97461585874e+008
+4.00000000000e+001, +9.48108408487e-010, -3.62590212714e+006
+6.00000000000e+001, +2.29647542291e-009, -7.72547107738e+006
+8.00000000000e+001, -7.35933534825e-011, -2.62767925679e+007
+1.00000000000e+002, -2.43315393538e-010, -4.55155281659e+006
END
