!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Tue Mar 03 02:22:05 2026

BEGIN CH1_DATA
Frequency(Hz), Cs(F)-data, Rs(Ohm)-data
+2.00000000000e+001, +5.40849599119e-011, +1.14410189600e+008
+4.00000000000e+001, +7.52683160164e-010, +2.08230499543e+006
+6.00000000000e+001, +4.65170375366e-010, -1.34182213131e+006
+8.00000000000e+001, -1.08101426523e-009, +1.96450255217e+007
+1.00000000000e+002, +1.33164222701e-009, +8.44731266524e+006
END
