!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Tue Mar 03 02:21:30 2026

BEGIN CH1_DATA
Frequency(Hz), Cs(F)-data, Rs(Ohm)-data
+2.00000000000e+001, +6.35426694312e-011, +1.13229936305e+008
+4.00000000000e+001, +6.86544814703e-010, +3.37207114424e+006
+6.00000000000e+001, +4.08117226327e-010, +1.78856655860e+005
+8.00000000000e+001, -1.74326754704e-010, +1.33266313866e+007
+1.00000000000e+002, -4.48646729107e-010, +4.63038375928e+006
END
