!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Tue Mar 03 02:34:38 2026

BEGIN CH1_DATA
Frequency(Hz), Cs(F)-data, Rs(Ohm)-data
+2.00000000000e+001, +2.23629541309e-011, -1.77200233805e+008
+4.00000000000e+001, +1.04045709419e-009, -4.60344969886e+006
+6.00000000000e+001, -2.14390858900e-009, -9.06550353337e+006
+8.00000000000e+001, -8.10064777525e-011, -1.72427564910e+006
+1.00000000000e+002, -2.48436966358e-010, +3.76033261648e+005
END
