!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Tue Mar 03 02:27:11 2026

BEGIN CH1_DATA
Frequency(Hz), Cs(F)-data, Rs(Ohm)-data
+2.00000000000e+001, +4.50101302938e-011, -1.28083796857e+008
+4.00000000000e+001, +1.06935001234e-009, -2.70630320702e+006
+6.00000000000e+001, +2.45982256441e-009, -5.96522646175e+006
+8.00000000000e+001, -1.00465607563e-010, -2.67193755102e+007
+1.00000000000e+002, -5.74690035731e-010, -1.42687751433e+007
END
