!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Tue Mar 03 02:30:56 2026

BEGIN CH1_DATA
Frequency(Hz), Cs(F)-data, Rs(Ohm)-data
+2.00000000000e+001, -1.29343629151e-011, +4.00976656935e+008
+4.00000000000e+001, +7.28520322726e-007, -7.69253977332e+006
+6.00000000000e+001, -2.38823783805e-010, -2.61960201707e+006
+8.00000000000e+001, -1.06832887193e-010, +2.45292765294e+006
+1.00000000000e+002, -3.16588708041e-010, +1.73438043710e+006
END
