!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Tue Mar 03 02:36:07 2026

BEGIN CH1_DATA
Frequency(Hz), Cs(F)-data, Rs(Ohm)-data
+2.00000000000e+001, +5.13940583125e-011, +4.05382566378e+007
+4.00000000000e+001, +8.37676050151e-010, -6.35387586860e+005
+6.00000000000e+001, +6.79634667495e-010, -4.25375275207e+006
+8.00000000000e+001, +3.80414878107e-011, +2.30005461607e+007
+1.00000000000e+002, +2.88236908760e-010, -1.87556438203e+007
END
