!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Tue Mar 03 02:37:33 2026

BEGIN CH1_DATA
Frequency(Hz), Cs(F)-data, Rs(Ohm)-data
+2.00000000000e+001, +2.73296897284e-011, -8.48104377938e+007
+4.00000000000e+001, +1.26626093514e-009, -3.96298054321e+006
+6.00000000000e+001, -1.51141998077e-009, -6.90489058547e+006
+8.00000000000e+001, -1.05370701943e-010, -2.80879762331e+006
+1.00000000000e+002, -3.22622386676e-010, +5.05690432223e+005
END
