!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Tue Mar 03 02:34:05 2026

BEGIN CH1_DATA
Frequency(Hz), Cs(F)-data, Rs(Ohm)-data
+2.00000000000e+001, +5.38698504725e-011, -6.80750193923e+008
+4.00000000000e+001, +2.02490618455e-009, -8.67895722159e+006
+6.00000000000e+001, -5.30332941126e-010, -1.14148713506e+007
+8.00000000000e+001, -9.93088962254e-011, +5.75897594308e+006
+1.00000000000e+002, -2.76945365736e-010, +2.49920126002e+006
END
